"time","serial|position","serial|force","serial|acceleration","serial|velocity","serial|repetitions","serial|travel","serial|coil force","serial|calibration force","serial|power","serial|energy","serial|kCal","serial|active","can|voltage","can|current","can|temperature","can|errors","can|force","can|relay status","can|12v status"
6895,8943,18345,37.86,-1387.61,0,0,-138.761,18345,2.494659134,1673.768118,0.400040623,0,48,519.7206529,25.40004062,0,18345,1,0
6900,8844,18371,34.64,-1359.45,0,0,-135.945,18371,2.447496683,1676.215615,0.400625589,0,48,509.8951423,25.40062559,0,18371,1,0
6905,8778,18410,69.3,-1325.19,0,0,-132.519,18410,2.390881294,1678.606496,0.401197024,0,48,498.1002696,25.40119702,0,18410,1,0
6910,8712,18457,91.41,-1303.97,0,0,-130.397,18457,2.35860268,1680.965099,0.401760744,0,48,491.3755584,25.40176074,0,18457,1,0
6915,8646,18506,154.62,-1254.2,0,0,-125.42,18506,2.27460207,1683.239701,0.402304388,0,48,473.8754312,25.40230439,0,18506,1,0
6920,8547,18553,179.9,-1225.72,0,0,-122.572,18553,2.22859675,1685.468298,0.402837036,0,48,464.2909895,25.40283704,0,18553,1,0
6925,8481,18592,187.42,-1213.84,0,0,-121.384,18592,2.211635901,1687.679934,0.40336563,0,48,460.7574795,25.40336563,0,18592,1,0
6930,8448,18620,184.48,-1190.88,0,0,-119.088,18620,2.173070189,1689.853004,0.403885007,0,48,452.722956,25.40388501,0,18620,1,0
6935,8349,18635,289.49,-1109.65,0,0,-110.965,18635,2.02647612,1691.87948,0.404369347,0,48,422.1825249,25.40436935,0,18635,1,0
6940,8283,18634,346.63,-1074.34,0,0,-107.434,18634,1.961886653,1693.841367,0.40483825,0,48,408.726386,25.40483825,0,18634,1,0
6945,8217,18618,410.5,-1024.33,0,0,-102.433,18618,1.868955642,1695.710322,0.405284941,0,48,389.3657588,25.40528494,0,18618,1,0
6950,8118,18587,403.52,-1004.81,0,0,-100.481,18587,1.83028754,1697.54061,0.405722391,0,48,381.3099042,25.40572239,0,18587,1,0
6955,8052,18540,385.53,-999.44,0,0,-99.944,18540,1.815902525,1699.356512,0.406156403,0,48,378.313026,25.4061564,0,18540,1,0
6960,7986,18480,357.05,-981.81,0,0,-98.181,18480,1.778097182,1701.13461,0.406581379,0,48,370.436913,25.40658138,0,18480,1,0
6965,7920,18408,298.47,-989.72,0,0,-98.972,18408,1.785439044,1702.920049,0.407008109,0,48,371.9664676,25.40700811,0,18408,1,0
6970,7854,18325,269.73,-983.95,0,0,-98.395,18325,1.767026608,1704.687075,0.407430439,0,48,368.1305432,25.40743044,0,18325,1,0
6975,7755,18235,258.9,-963.26,0,0,-96.326,18235,1.721374518,1706.40845,0.407841858,0,48,358.6196912,25.40784186,0,18235,1,0
6980,7656,18139,204.39,-975.41,0,0,-97.541,18139,1.733910275,1708.14236,0.408256273,0,48,361.2313073,25.40825627,0,18139,1,0
6985,7623,18041,146.84,-995.87,0,0,-99.587,18041,1.760716086,1709.903076,0.408677095,0,48,366.8158512,25.40867709,0,18041,1,0
6990,7524,17943,64.11,-1005.37,0,0,-100.537,17943,1.767856683,1711.670933,0.409099623,0,48,368.3034757,25.40909962,0,17943,1,0
6995,7491,17847,8.49,-1023.3,0,0,-102.33,17847,1.78975784,1713.460691,0.409527386,0,48,372.8662166,25.40952739,0,17847,1,0
7000,7359,17756,-12.28,-1021.84,0,0,-102.184,17756,1.778091522,1715.238782,0.40995236,0,48,370.4357337,25.40995236,0,17756,1,0
7005,7293,17672,-43.39,-1030.74,0,0,-103.074,17672,1.785093253,1717.023876,0.410379008,0,48,371.8944278,25.41037901,0,17672,1,0
7010,7227,17595,-57.5,-1022.58,0,0,-102.258,17595,1.76324492,1718.78712,0.410800435,0,48,367.3426916,25.41080043,0,17595,1,0
7015,7161,17528,-40.12,-1009.5,0,0,-100.95,17528,1.734062568,1720.521183,0.411214886,0,48,361.263035,25.41121489,0,17528,1,0
7020,7095,17471,-40.7,-1012.54,0,0,-101.254,17471,1.733628461,1722.254811,0.411629233,0,48,361.1725961,25.41162923,0,17471,1,0
7025,7029,17425,-76.28,-1023.5,0,0,-102.35,17425,1.747779775,1724.002591,0.412046963,0,48,364.1207865,25.41204696,0,17425,1,0
7030,6930,17389,-84.1,-1023.53,0,0,-102.353,17389,1.744219991,1725.746811,0.412463842,0,48,363.3791647,25.41246384,0,17389,1,0
7035,6864,17364,-113.56,-1039.05,0,0,-103.905,17364,1.768122292,1727.514934,0.412886434,0,48,368.3588108,25.41288643,0,17364,1,0
7040,6765,17347,-148.12,-1057.16,0,0,-105.716,17347,1.797178343,1729.312112,0.413315971,0,48,374.4121548,25.41331597,0,17347,1,0
7045,6699,17339,-174.38,-1070.59,0,0,-107.059,17339,1.819170081,1731.131282,0.413750763,0,48,378.9937669,25.41375076,0,17339,1,0
7050,6666,17336,-198.23,-1078.74,0,0,-107.874,17336,1.832701591,1732.963984,0.41418879,0,48,381.8128314,25.41418879,0,17336,1,0
7055,6567,17338,-146.97,-1055.85,0,0,-105.585,17338,1.794020075,1734.758004,0.414617571,0,48,373.7541824,25.41461757,0,17338,1,0
7060,6501,17342,-139.34,-1062.08,0,0,-106.208,17342,1.805021953,1736.563026,0.415048982,0,48,376.0462403,25.41504898,0,17342,1,0
7065,6468,17345,-149.29,-1066.28,0,0,-106.628,17345,1.812473407,1738.375499,0.415482175,0,48,377.5986264,25.41548217,0,17345,1,0
7070,6336,17345,-97.58,-1042.87,0,0,-104.287,17345,1.772680855,1740.14818,0.415905856,0,48,369.3085114,25.41590586,0,17345,1,0
7075,6270,17339,-81.86,-1044.59,0,0,-104.459,17339,1.774990309,1741.92317,0.416330089,0,48,369.7896477,25.41633009,0,17339,1,0
7080,6204,17325,-117.89,-1066.99,0,0,-106.699,17325,1.811588972,1743.734759,0.41676307,0,48,377.4143691,25.41676307,0,17325,1,0
7085,6105,17301,-123.36,-1074.15,0,0,-107.415,17301,1.821219177,1745.555978,0.417198352,0,48,379.4206618,25.41719835,0,17301,1,0
7090,6039,17266,-140.25,-1088.89,0,0,-108.889,17266,1.842475925,1747.398454,0.417638715,0,48,383.8491509,25.41763871,0,17266,1,0
7095,5973,17218,-206.15,-1125.78,0,0,-112.578,17218,1.899600644,1749.298055,0.418092731,0,48,395.7501342,25.41809273,0,17218,1,0
7100,5874,17158,-191.51,-1121.25,0,0,-112.125,17158,1.885363935,1751.183419,0.418543344,0,48,392.7841531,25.41854334,0,17158,1,0
7105,5775,17085,-185.48,-1126.09,0,0,-112.609,17085,1.88544627,1753.068865,0.418993977,0,48,392.8013062,25.41899398,0,17085,1,0
7110,5709,17001,-238.68,-1170.08,0,0,-117.008,17001,1.949467948,1755.018333,0.419459912,0,48,406.1391558,25.41945991,0,17001,1,0
7115,5610,16906,-261.88,-1186.37,0,0,-118.637,16906,1.96556358,1756.983897,0.419929693,0,48,409.4924124,25.41992969,0,16906,1,0
7120,5511,16802,-270.76,-1199.73,0,0,-119.973,16802,1.975470619,1758.959367,0.420401843,0,48,411.556379,25.42040184,0,16802,1,0
7125,5412,16692,-308.84,-1236.04,0,0,-123.604,16692,2.021934009,1760.981301,0.420885097,0,48,421.2362518,25.4208851,0,16692,1,0
7130,5313,16578,-399.61,-1302.31,0,0,-130.231,16578,2.115790128,1763.097091,0.421390783,0,48,440.7896099,25.42139078,0,16578,1,0
7135,5214,16462,-451.48,-1336.58,0,0,-133.658,16462,2.156272436,1765.253364,0.421906145,0,48,449.2234242,25.42190615,0,16462,1,0
7140,5082,16348,-546.55,-1402.56,0,0,-140.256,16348,2.247046986,1767.500411,0.422443203,0,48,468.1347888,25.4224432,0,16348,1,0
7145,4983,16237,-569.08,-1439.13,0,0,-143.913,16237,2.289981073,1769.790392,0.422990522,0,48,477.0793903,25.42299052,0,16237,1,0
7150,4884,16132,-589.5,-1467.36,0,0,-146.736,16132,2.319802249,1772.110194,0.423544969,0,48,483.2921352,25.42354497,0,16132,1,0
7155,4785,16034,-622.29,-1513.31,0,0,-151.331,16034,2.377912429,1774.488107,0.424113304,0,48,495.3984227,25.4241133,0,16034,1,0
7160,4653,15945,-649.68,-1563.79,0,0,-156.379,15945,2.443593892,1776.9317,0.424697338,0,48,509.0820608,25.42469734,0,15945,1,0
7165,4554,15866,-665.2,-1589.18,0,0,-158.918,15866,2.470965128,1779.402666,0.425287913,0,48,514.7844017,25.42528791,0,15866,1,0
7170,4455,15797,-661.07,-1620.9,0,0,-162.09,15797,2.509325015,1781.911991,0.425887657,0,48,522.7760449,25.42588766,0,15797,1,0
7175,4356,15739,-632.8,-1647.52,0,0,-164.752,15739,2.541171093,1784.453162,0.426495012,0,48,529.4106445,25.42649501,0,15739,1,0
7180,4224,15690,-613.33,-1656.29,0,0,-165.629,15690,2.54674463,1786.999906,0.4271037,0,48,530.5717979,25.4271037,0,15690,1,0
7185,4092,15651,-580.06,-1685.98,0,0,-168.598,15651,2.585952752,1789.585859,0.427721758,0,48,538.7401567,25.42772176,0,15651,1,0
7190,3960,15620,-608.8,-1744.61,0,0,-174.461,15620,2.670579204,1792.256438,0.428360042,0,48,556.3706674,25.42836004,0,15620,1,0
7195,3861,15596,-630.75,-1773.12,0,0,-177.312,15596,2.710050793,1794.966489,0.429007761,0,48,564.5939152,25.42900776,0,15596,1,0
7200,3729,15577,-612.75,-1797.71,0,0,-179.771,15577,2.74428701,1797.710776,0.429663662,0,48,571.7264603,25.42966366,0,15577,1,0
7205,3597,15563,-577.5,-1826.19,0,0,-182.619,15563,2.785257507,1800.496034,0.430329355,0,48,580.2619806,25.43032935,0,15563,1,0
7210,3465,15551,-565.42,-1840.08,0,0,-184.008,15551,2.80427824,1803.300312,0.430999594,0,48,584.2246333,25.43099959,0,15551,1,0
7215,3366,15541,-553.03,-1879.08,0,0,-187.908,15541,2.861872663,1806.162184,0.431683599,0,48,596.2234716,25.4316836,0,15541,1,0
7220,3267,15530,-528.62,-1898.82,0,0,-189.882,15530,2.889890111,1809.052075,0.4323743,0,48,602.0604398,25.4323743,0,15530,1,0
7225,3135,15517,-476.52,-1889.82,0,0,-188.982,15517,2.87378502,1811.92586,0.433061152,0,48,598.7052125,25.43306115,0,15517,1,0
7230,3003,15502,-390.03,-1893.64,0,0,-189.364,15502,2.876810313,1814.80267,0.433748727,0,48,599.335482,25.43374873,0,15502,1,0
7235,2838,15486,-358.17,-1918.29,0,0,-191.829,15486,2.911250616,1817.71392,0.434444533,0,48,606.510545,25.43444453,0,15486,1,0
7240,2739,15468,-370.58,-1945.7,0,0,-194.57,15468,2.949416585,1820.663337,0.435149462,0,48,614.4617885,25.43514946,0,15468,1,0
7245,2574,15453,-401.51,-1989.85,0,0,-198.985,15453,3.013416901,1823.676754,0.435869686,0,48,627.7951877,25.43586969,0,15453,1,0
7250,2442,15440,-436.77,-2041.5,0,0,-204.15,15440,3.08903448,1826.765788,0.436607984,0,48,643.54885,25.43660798,0,15440,1,0
7255,2310,15434,-441.86,-2058.18,0,0,-205.818,15434,3.113063112,1829.878852,0.437352025,0,48,648.554815,25.43735202,0,15434,1,0
7260,2211,15437,-419.25,-2077.68,0,0,-207.768,15437,3.143168324,1833.02202,0.438103261,0,48,654.8267341,25.43810326,0,15437,1,0
7265,2046,15451,-321.18,-2059.15,0,0,-205.915,15451,3.117960812,1836.139981,0.438848472,0,48,649.5751691,25.43884847,0,15451,1,0
7270,1914,15478,-288.27,-2067.54,0,0,-206.754,15478,3.136135644,1839.276116,0.439598027,0,48,653.3615925,25.43959803,0,15478,1,0
7275,1782,15517,-280.78,-2095.43,0,0,-209.543,15517,3.186449156,1842.462566,0.440359608,0,48,663.8435742,25.44035961,0,15517,1,0
7280,1650,15570,-262.94,-2110.12,0,0,-211.012,15570,3.219747703,1845.682313,0.441129147,0,48,670.7807715,25.44112915,0,15570,1,0
7285,1518,15636,-243.71,-2114.61,0,0,-211.461,15636,3.240276112,1848.922589,0.441903592,0,48,675.0575234,25.44190359,0,15636,1,0
7290,1386,15714,-217.08,-2126.6,0,0,-212.66,15714,3.274904455,1852.197494,0.442686314,0,48,682.2717615,25.44268631,0,15714,1,0
7295,1254,15801,-154.72,-2120.04,0,0,-212.004,15801,3.2828777,1855.480371,0.443470942,0,48,683.9328542,25.44347094,0,15801,1,0
7300,1122,15896,-137.58,-2124.89,0,0,-212.489,15896,3.310170641,1858.790542,0.444262092,0,48,689.6188836,25.44426209,0,15896,1,0
7305,990,15996,-101.34,-2124.15,0,0,-212.415,15996,3.329834533,1862.120377,0.445057943,0,48,693.7155278,25.44505794,0,15996,1,0
7310,858,16099,-50.86,-2115.53,0,0,-211.553,16099,3.337675912,1865.458053,0.445855667,0,48,695.3491483,25.44585567,0,16099,1,0
7315,726,16202,-18.83,-2106.64,0,0,-210.664,16202,3.344914565,1868.802967,0.446655122,0,48,696.8572011,25.44665512,0,16202,1,0
7320,627,16303,28.69,-2099.78,0,0,-209.978,16303,3.354805907,1872.157773,0.447456941,0,48,698.9178974,25.44745694,0,16303,1,0
7325,495,16400,109.85,-2059.17,0,0,-205.917,16400,3.309498024,1875.467271,0.448247931,0,48,689.478755,25.44824793,0,16400,1,0
7330,396,16493,174.23,-2031.87,0,0,-203.187,16493,3.284139927,1878.751411,0.44903286,0,48,684.1958182,25.44903286,0,16493,1,0
7335,231,16581,305.12,-1970.95,0,0,-197.095,16581,3.202671551,1881.954083,0.449798317,0,48,667.2232398,25.44979832,0,16581,1,0
7340,198,16663,373.03,-1938.44,0,0,-193.844,16663,3.165422121,1885.119505,0.450554872,0,48,659.4629418,25.45055487,0,16663,1,0
7345,132,16729,437.65,-1888.06,0,0,-188.806,16729,3.095364863,1888.21487,0.451294683,0,48,644.8676797,25.45129468,0,16729,1,0
7350,99,16750,732.65,-1715.39,0,0,-171.539,16750,2.815812685,1891.030682,0.451967679,0,48,586.6276427,25.45196768,0,16750,1,0
7355,99,16699,1072.18,-1525.39,0,0,-152.539,16699,2.496303786,1893.526986,0.452564311,0,48,520.0632887,25.45256431,0,16699,1,0
7360,132,16552,1248.65,-1414.87,0,0,-141.487,16552,2.295054968,1895.822041,0.453112843,0,48,478.1364516,25.45311284,0,16552,1,0
7365,231,16297,1747.79,-1091.07,0,0,-109.107,16297,1.742554443,1897.564595,0.453529324,0,48,363.0321757,25.45352932,0,16297,1,0
7370,198,15938,2464.05,-654.59,0,0,-65.459,15938,1.022419831,1898.587015,0.453773688,0,48,213.0041315,25.45377369,0,15938,1,0
7375,231,15492,2749.26,-496.03,0,0,-49.603,15492,0.753080682,1899.340096,0.453953679,0,48,156.8918089,25.45395368,0,15492,1,0
7380,231,14983,2921.37,-323.53,0,0,-32.353,14983,0.475050099,1899.815146,0.454067219,0,48,98.96877063,25.45406722,0,14983,1,0
7385,198,14435,2921.09,-180.44,0,0,-18.044,0,0.255255837,1900.070402,0.454128226,0,48,53.17829942,25.45412823,0,14435,1,0
7390,198,13867,2896.53,-118.9,0,0,-11.89,0,0.161581057,1900.231983,0.454166845,0,48,33.66272029,25.45416685,0,13867,1,0
7395,198,13300,2816.18,0,1,30987,0,0,0,1900.231983,0.454166845,0,48,0,25.45416685,0,13300,1,0
7400,165,12752,2698.53,96.79,1,30987,9.679,0,0.120958076,1900.352941,0.454195755,0,48,25.19959913,25.45419576,0,12752,1,0
7405,165,12236,2599.74,121.7,1,30987,12.17,0,0.145933878,1900.498875,0.454230634,1,48,30.40289117,25.45423063,0,12236,1,1
7410,132,11764,2350.3,160.23,1,30987,16.023,0,0.184724681,1900.6836,0.454274784,1,48,38.48430845,25.45427478,0,11764,1,1
7415,165,11343,2127.88,210.93,1,30987,21.093,0,0.234472741,1900.918072,0.454330825,1,48,48.84848771,25.45433082,0,11343,1,1
7420,165,10976,2031.56,239.96,1,30987,23.996,0,0.258112494,1901.176185,0.454392515,1,48,53.77343627,25.45439252,0,10976,1,1
7425,132,10664,1847.2,290.96,1,30987,29.096,0,0.304074149,1901.480259,0.454465191,1,48,63.34878107,25.45446519,0,10664,1,1
7430,132,10406,1609.17,308.47,1,30987,30.847,0,0.314574004,1901.794833,0.454540376,1,48,65.53625091,25.45454038,0,10406,1,1
7435,198,10202,1487.94,315.37,1,30987,31.537,0,0.315305665,1902.110139,0.454615736,1,48,65.68868011,25.45461574,0,10202,1,1
7440,198,10054,1355.24,398.98,1,30987,39.898,0,0.393111802,1902.50325,0.454709692,1,48,81.89829212,25.45470969,0,10054,1,1
7445,198,9966,1321.62,485.14,1,30987,48.514,0,0.473820714,1902.977071,0.454822938,1,48,98.71264865,25.45482294,0,9966,1,1
7450,198,9942,1232.88,487.04,1,30987,48.704,0,0.474530865,1903.451602,0.454936354,1,48,98.8605968,25.45493635,0,9942,1,1
7455,198,9990,967.35,465.27,1,30987,46.527,0,0.455508635,1903.907111,0.455045223,1,48,94.89763238,25.45504522,0,9990,1,1
7460,231,10114,723.33,449.82,1,30987,44.982,0,0.445848989,1904.35296,0.455151783,1,48,92.88520605,25.45515178,0,10114,1,1
7465,198,10318,620.87,447.46,1,30987,44.746,0,0.452455443,1904.805415,0.455259923,1,48,94.26155072,25.45525992,0,10318,1,1
7470,198,10599,423.82,428.33,1,30987,42.833,0,0.444907228,1905.250322,0.455366259,1,48,92.68900576,25.45536626,0,10599,1,1
7475,198,10952,220.76,400.97,1,30987,40.097,0,0.430359497,1905.680682,0.455469117,1,48,89.65822857,25.45546912,0,10952,1,1
7480,198,11362,131.39,389.28,1,30987,38.928,0,0.433453937,1906.114136,0.455572715,1,48,90.3029036,25.45557272,0,11362,1,1
7485,198,11817,5.53,386.92,1,30987,38.692,0,0.448078897,1906.562215,0.455679809,1,48,93.34977015,25.45567981,0,11817,1,1
7490,231,12297,-119.08,361.9,1,30987,36.19,0,0.436127861,1906.998342,0.455784046,1,48,90.85997113,25.45578405,0,12297,1,1
7495,231,12783,-188.64,348.55,1,30987,34.855,0,0.436640436,1907.434983,0.455888406,1,48,90.96675744,25.45588841,0,12783,1,1
7500,231,13256,-290.93,331.15,1,30987,33.115,0,0.430192991,1907.865176,0.455991224,1,48,89.62353983,25.45599122,0,13256,1,1
7505,231,13699,-345.23,327.52,1,30987,32.752,0,0.439696255,1908.304872,0.456096314,1,48,91.60338647,25.45609631,0,13699,1,1
7510,231,14098,-372.39,321.2,1,30987,32.12,0,0.443771205,1908.748643,0.456202378,1,48,92.45233433,25.45620238,0,14098,1,1
7515,264,14444,-431.15,301.34,1,30987,30.134,0,0.426550386,1909.175194,0.456304326,1,48,88.86466377,25.45630433,0,14444,1,1
7520,264,14735,-506.64,271.04,1,30987,27.104,0,0.391389891,1909.566584,0.456397871,1,48,81.53956067,25.45639787,0,14735,1,1
7525,231,14969,-524.36,266.06,1,30987,26.606,0,0.39029991,1909.956884,0.456491155,1,48,81.31248119,25.45649115,0,14969,1,1
7530,231,15153,-559.75,237.38,1,30987,23.738,0,0.352507876,1910.309391,0.456575406,1,48,73.43914078,25.45657541,0,15153,1,1
7535,231,15291,-654.71,184.16,1,30987,18.416,0,0.275967075,1910.585358,0.456641364,1,48,57.4931406,25.45664136,0,15291,1,1
7540,198,15392,-678.46,168.75,1,30987,16.875,0,0.2545452,1910.839904,0.456702202,1,48,53.03025,25.4567022,0,15392,1,1
7545,231,15461,-713.43,132.21,1,30987,13.221,0,0.200321683,1911.040225,0.45675008,1,48,41.73368404,25.45675008,0,15461,1,1
7550,231,15502,-728.98,104.04,1,30987,10.404,0,0.158057152,1911.198283,0.456787857,1,48,32.9285733,25.45678786,0,15502,1,1
7555,231,15520,-729.02,92,1,30987,9.2,0,0.13992832,1911.338211,0.4568213,0,48,29.15173333,25.4568213,0,15520,1,0
7560,198,15518,-719.36,67.43,1,30987,6.743,0,0.102545117,1911.440756,0.456845809,0,48,21.36356594,25.45684581,0,15518,1,0
7565,198,15498,-762.21,0,1,30987,0,0,0,1911.440756,0.456845809,0,48,0,25.45684581,0,15498,1,0
7570,198,15459,-777.68,0,1,30987,0,0,0,1911.440756,0.456845809,0,48,0,25.45684581,0,15459,1,0
7575,198,15396,-700.82,0,1,30987,0,0,0,1911.440756,0.456845809,0,48,0,25.45684581,0,15396,1,0
7580,198,15301,-626.35,0,1,30987,0,0,0,1911.440756,0.456845809,0,48,0,25.45684581,0,15301,1,0
7585,231,15171,-634.77,-41.83,1,30987,-4.183,0,0.062191087,1911.502947,0.456860673,0,48,12.95647649,25.45686067,0,15171,1,0
7590,231,15005,-552.84,0,1,30987,0,0,0,1911.502947,0.456860673,0,48,0,25.45686067,0,15005,1,0
7595,198,14809,-447.35,0,1,30987,0,0,0,1911.502947,0.456860673,0,48,0,25.45686067,0,14809,1,0
7600,198,14592,-416.06,0,1,30987,0,0,0,1911.502947,0.456860673,0,48,0,25.45686067,0,14592,1,0
7605,198,14367,-356.76,0,1,30987,0,0,0,1911.502947,0.456860673,0,48,0,25.45686067,0,14367,1,0
7610,198,14142,-301.96,0,1,30987,0,0,0,1911.502947,0.456860673,0,48,0,25.45686067,0,14142,1,0
7615,198,13929,-314.3,-35.35,1,30987,-3.535,0,0.048254235,1911.551201,0.456872206,0,48,10.05296556,25.45687221,0,13929,1,0
7620,231,13735,-224.87,0,1,30987,0,0,0,1911.551201,0.456872206,0,48,0,25.45687221,0,13735,1,0
7625,198,13570,-181.47,0,1,30987,0,0,0,1911.551201,0.456872206,0,48,0,25.45687221,0,13570,1,0
7630,198,13438,-161.45,0,1,30987,0,0,0,1911.551201,0.456872206,0,48,0,25.45687221,0,13438,1,0
7635,198,13342,-204.38,-39.53,1,30987,-3.953,0,0.051686107,1911.602887,0.45688456,0,48,10.76793906,25.45688456,0,13342,1,0
7640,231,13284,-162.27,-37.18,1,30987,-3.718,0,0.048402114,1911.65129,0.456896128,0,48,10.0837737,25.45689613,0,13284,1,0
7645,198,13264,-104.83,0,1,30987,0,0,0,1911.65129,0.456896128,0,48,0,25.45689613,0,13264,1,0
7650,198,13280,-36.37,0,1,30987,0,0,0,1911.65129,0.456896128,0,48,0,25.45689613,0,13280,1,0
7655,198,13333,-13.72,0,1,30987,0,0,0,1911.65129,0.456896128,0,48,0,25.45689613,0,13333,1,0
7660,231,13424,-3.73,0,1,30987,0,0,0,1911.65129,0.456896128,0,48,0,25.45689613,0,13424,1,0
7665,198,13554,13.8,0,1,30987,0,0,0,1911.65129,0.456896128,0,48,0,25.45689613,0,13554,1,0
7670,198,13722,-11.93,-37.09,1,30987,-3.709,0,0.049877,1911.701167,0.456908049,0,48,10.39104168,25.45690805,0,13722,1,0
7675,231,13928,-46.31,-39.02,1,30987,-3.902,0,0.053260115,1911.754427,0.456920778,0,48,11.09585727,25.45692078,0,13928,1,0
7680,231,14174,52.32,0,1,30987,0,0,0,1911.754427,0.456920778,0,48,0,25.45692078,0,14174,1,0
7685,231,14458,60.25,0,1,30987,0,0,0,1911.754427,0.456920778,0,48,0,25.45692078,0,14458,1,0
7690,198,14778,63.39,0,1,30987,0,0,0,1911.754427,0.456920778,0,48,0,25.45692078,0,14778,1,0
7695,231,15132,68.18,0,1,30987,0,0,0,1911.754427,0.456920778,0,48,0,25.45692078,0,15132,1,0
7700,231,15514,71.2,0,1,30987,0,0,0,1911.754427,0.456920778,0,48,0,25.45692078,0,15514,1,0
7705,231,15917,72.13,0,1,30987,0,0,0,1911.754427,0.456920778,0,48,0,25.45692078,0,15917,1,0
7710,264,16335,122.93,46.3,1,30987,4.63,0,0.074118429,1911.828545,0.456938493,0,48,15.44133938,25.45693849,0,16335,1,0
7715,297,16760,249.34,100.43,1,30987,10.043,0,0.164954266,1911.993499,0.456977918,1,48,34.36547217,25.45697792,0,16760,1,1
7720,330,17183,306.73,131.39,1,30987,13.139,0,0.221252088,1912.214751,0.457030799,1,48,46.09418505,25.4570308,0,17183,1,1
7725,363,17598,398.22,184.49,1,30987,18.449,0,0.318172192,1912.532924,0.457106844,1,48,66.28587333,25.45710684,0,17598,1,1
7730,396,17998,513.17,259.4,1,30987,25.94,0,0.457530758,1912.990454,0.457216197,1,48,95.31890783,25.4572162,0,17998,1,1
7735,429,18379,557.34,285.14,1,30987,28.514,0,0.51357763,1913.504032,0.457338945,1,48,106.9953396,25.45733894,0,18379,1,1
7740,462,18739,606.27,333.11,1,30987,33.311,0,0.611730532,1914.115763,0.457485152,1,48,127.4438609,25.45748515,0,18739,1,1
7745,495,19078,665.51,394.23,1,30987,39.423,0,0.737069754,1914.852832,0.457661316,1,48,153.5561988,25.45766132,0,19078,1,1
7750,528,19396,697.07,423.55,1,30987,42.355,0,0.805087228,1915.657919,0.457853737,1,48,167.7265059,25.45785374,0,19396,1,1
7755,561,19695,736.17,478.94,1,30987,47.894,0,0.924406883,1916.582326,0.458074675,1,48,192.5847674,25.45807468,0,19695,1,1
7760,627,19976,788.03,539.5,1,30987,53.95,0,1.056151096,1917.638477,0.458327102,1,48,220.0314783,25.4583271,0,19976,1,1
7765,693,20245,797.25,564.68,1,30987,56.468,0,1.120330767,1918.758808,0.458594868,1,48,233.4022431,25.45859487,0,20245,1,1
7770,759,20506,828.75,626.68,1,30987,62.668,0,1.259368608,1920.018177,0.458895864,1,48,262.36846,25.45889586,0,20506,1,1
7775,825,20764,868.74,696.47,1,30987,69.647,0,1.417227302,1921.435404,0.45923459,1,48,295.2556879,25.45923459,0,20764,1,1
7780,891,21022,906.58,742.44,1,30987,74.244,0,1.529542221,1922.964946,0.45960016,1,48,318.6546293,25.45960016,0,21022,1,1
7785,957,21284,963.54,816.16,1,30987,81.616,0,1.702372645,1924.667319,0.460007037,1,48,354.6609677,25.46000704,0,21284,1,1
7790,1023,21553,1009.03,899.2,1,30987,89.92,0,1.899284845,1926.566604,0.460460978,1,48,395.6843427,25.46046098,0,21553,1,1
7795,1089,21832,1031.42,937.01,1,30987,93.701,0,2.004766627,1928.57137,0.460940129,1,48,417.659714,25.46094013,0,21832,1,1
7800,1221,22120,1035.25,1000.6,1,30987,100.06,0,2.169060656,1930.740431,0.461458547,1,48,451.8876367,25.46145855,0,22120,1,1
7805,1287,22420,1120.78,1117.16,1,30987,111.716,0,2.454579266,1933.19501,0.462045207,1,48,511.3706803,25.46204521,0,22420,1,1
7810,1419,22730,1163.9,1166.05,1,30987,116.605,0,2.597423017,1935.792433,0.462666006,1,48,541.1297952,25.46266601,0,22730,1,1
7815,1485,23051,1240.74,1281.73,1,30987,128.173,0,2.895425507,1938.687859,0.46335803,1,48,603.2136472,25.46335803,0,23051,1,1
7820,1617,23380,1311.39,1384.01,1,30987,138.401,0,3.171099072,1941.858958,0.464115942,1,48,660.6456401,25.46411594,0,23380,1,1
7825,1716,23716,1320.12,1428.71,1,30987,142.871,0,3.320562063,1945.17952,0.464909576,1,48,691.7837632,25.46490958,0,23716,1,1
7830,1815,24057,1315.06,1507.05,1,30987,150.705,0,3.552999981,1948.73252,0.465758765,1,48,740.2083294,25.46575876,0,24057,1,1
7835,1947,24402,1294.95,1583.7,1,30987,158.37,0,3.787253845,1952.519774,0.466663941,1,48,789.0112178,25.46666394,0,24402,1,1
7840,2079,24746,1302.69,1637.38,1,30987,163.738,0,3.970823337,1956.490597,0.467612992,1,48,827.2548619,25.46761299,0,24746,1,1
7845,2211,25088,1361.36,1751.24,1,30987,175.124,0,4.305640694,1960.796238,0.468642066,1,48,897.0084779,25.46864207,0,25088,1,1
7850,2343,25426,1365.88,1843.11,1,30987,184.311,0,4.592565656,1965.388804,0.469739716,1,48,956.7845117,25.46973972,0,25426,1,1
7855,2508,25757,1376.03,1896.04,1,30987,189.604,0,4.785957623,1970.174761,0.470883589,1,48,997.0745049,25.47088359,0,25757,1,1
7860,2640,26078,1415.23,2014.89,1,30987,201.489,0,5.149341539,1975.324103,0.472114313,1,48,1072.779487,25.47211431,0,26078,1,1
